"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"281","WBA",0,0,17,3,3,0,0,46,10,284,1,14,2,0,0.52,"20171226","EVE",0,"WBAvEVE20171226","home",0,1,0,0,0,Inf,7,Inf,0,14,"WBA-14","EVE-14",6,-13,9,20,9,-11,0,0,-11,0,0,1,17,4,8
"282","EVE",0,0,7,3,3,0,0,22,2,261,1,13,0,0,0.48,"20171226","WBA",0,"WBAvEVE20171226","away",0,1,0,0,0,Inf,Inf,Inf,0,15,"EVE-15","WBA-15",20,-2,20,9,20,11,0,0,11,1,3,3,2,19,17
"283","HUD",1,1,18,8,5,0,0,38,8,463,2,9,2,0,0.6,"20171226","STK",1,"HUDvSTK20171226","home",0,1,0.0555555555555556,0.125,0,463,4.5,Inf,0,14,"HUD-14","STK-14",14,-14,13,16,17,1,1,0,1,1,3,0,14,12,2
"284","STK",1,1,15,7,7,0,0,13,5,277,2,12,4,0,0.4,"20171226","HUD",1,"HUDvSTK20171226","away",0,1,0.0666666666666667,0.142857142857143,0,277,3,Inf,0,14,"STK-14","HUD-14",13,-14,18,17,16,-1,1,0,-1,3,0,0,20,15,7
"285","BOU",3,3,26,10,2,0,0,36,7,354,0,12,3,0,0.55,"20171226","WHU",3,"BOUvWHU20171226","home",0,1,0.115384615384615,0.3,0,118,4,Inf,0,15,"BOU-15","WHU-15",16,-8,16,14,12,-2,1,0,-2,0,0,0,1,8,4
"286","WHU",3,1,10,5,7,0,0,18,4,254,2,14,4,0,0.45,"20171226","BOU",3,"BOUvWHU20171226","away",0,1,0.3,0.6,2,84.6666666666667,3.5,Inf,0,14,"WHU-14","BOU-14",14,-8,17,15,12,-3,1,0,-3,0,3,1,18,18,3
"287","LIV",5,3,22,9,4,0,0,24,4,540,3,5,0,0,0.58,"20171226","SWA",0,"LIVvSWA20171226","home",1,3,0.227272727272727,0.555555555555556,2,108,Inf,Inf,5,16,"LIV-16","SWA-16",28,17,35,6,19,13,0,0,4.33333333333333,1,3,1,3,12,20
"288","SWA",0,0,7,4,4,0,0,11,2,422,0,8,1,0,0.42,"20171226","LIV",5,"LIVvSWA20171226","away",0,0,0,0,0,Inf,8,Inf,-5,14,"SWA-14","LIV-14",8,-16,8,19,7,-12,0,0,-Inf,1,0,0,10,10,1
"289","NEW",0,0,6,2,5,0,0,7,3,147,4,11,1,0,0.21,"20171227","MCI",1,"NEWvMCI20171227","home",0,0,0,0,0,Inf,11,Inf,-1,15,"NEW-15","MCI-15",12,-11,14,18,1,-17,0,1,-Inf,3,0,0,15,3,10
"290","MCI",1,1,21,6,1,0,0,23,8,763,4,6,0,0,0.79,"20171227","NEW",0,"NEWvMCI20171227","away",1,3,0.0476190476190476,0.166666666666667,0,763,Inf,Inf,1,14,"MCI-14","NEW-14",42,34,44,1,18,17,0,0,5.66666666666667,3,3,3,11,8,19
"291","CRY",2,2,16,2,6,0,0,28,5,263,1,12,1,0,0.42,"20171228","ARS",3,"CRYvARS20171228","home",0,0,0.125,1,0,131.5,12,Inf,-1,15,"CRY-15","ARS-15",18,1,18,10,3,-7,0,1,-Inf,1,3,3,19,7,12
"292","ARS",3,2,16,9,0,0,0,25,4,578,3,7,1,0,0.58,"20171228","CRY",2,"CRYvARS20171228","away",1,3,0.1875,0.333333333333333,1,192.666666666667,7,Inf,1,15,"ARS-15","CRY-15",30,14,31,3,10,7,0,0,2.33333333333333,1,3,1,7,18,15
"293","CHE",5,2,21,12,1,1,1,23,7,619,3,5,1,0,0.59,"20171230","STK",0,"CHEvSTK20171230","home",1,3,0.238095238095238,0.416666666666667,3,123.8,5,Inf,5,15,"CHE-15","STK-15",35,20,29,2,17,15,0,0,5,3,1,3,14,9,14
"294","STK",0,0,1,1,7,0,0,5,0,422,2,10,1,0,0.41,"20171230","CHE",5,"CHEvSTK20171230","away",0,0,0,0,0,Inf,10,Inf,-5,15,"STK-15","CHE-15",13,-19,18,17,2,-15,0,1,-Inf,1,3,0,16,20,15
"295","LIV",2,2,17,6,0,0,0,28,7,491,5,7,3,0,0.62,"20171230","LEI",1,"LIVvLEI20171230","home",1,3,0.117647058823529,0.333333333333333,0,245.5,2.33333333333333,Inf,1,17,"LIV-17","LEI-17",31,18,37,6,8,2,1,0,0.666666666666667,3,1,3,19,3,12
"296","LEI",1,1,7,1,4,0,0,21,1,255,3,3,2,0,0.38,"20171230","LIV",2,"LIVvLEI20171230","away",0,0,0.142857142857143,1,0,255,1.5,Inf,-1,15,"LEI-15","LIV-15",22,1,23,8,7,-1,1,0,-Inf,0,1,0,11,5,11
"297","NEW",0,0,11,2,3,0,0,21,3,334,1,11,2,0,0.45,"20171230","BHA",0,"NEWvBHA20171230","home",0,1,0,0,0,Inf,5.5,Inf,0,16,"NEW-16","BHA-16",13,-11,14,17,13,-4,0,0,-4,0,3,0,1,15,3
"298","BHA",0,0,10,3,2,0,0,29,6,438,2,10,2,0,0.55,"20171230","NEW",0,"NEWvBHA20171230","away",0,1,0,0,0,Inf,5,Inf,0,17,"BHA-17","NEW-17",18,-7,14,13,15,2,1,0,2,0,3,1,2,13,4
"299","WAT",1,0,9,4,2,0,0,22,1,431,3,14,4,0,0.5,"20171230","SWA",2,"WATvSWA20171230","home",0,0,0.111111111111111,0.25,1,431,3.5,Inf,-1,15,"WAT-15","SWA-15",16,-4,21,13,19,6,0,0,Inf,3,0,0,8,13,16
"300","SWA",2,1,9,4,3,0,0,18,8,412,2,13,2,0,0.5,"20171230","WAT",1,"WATvSWA20171230","away",1,3,0.222222222222222,0.5,1,206,6.5,Inf,1,15,"SWA-15","WAT-15",11,-15,10,19,13,-6,0,0,-2,0,1,0,7,10,10
"301","HUD",0,0,3,1,3,0,0,23,5,308,0,14,2,0,0.57,"20171230","BUR",0,"HUDvBUR20171230","home",0,1,0,0,0,Inf,7,Inf,0,15,"HUD-15","BUR-15",15,-14,13,15,5,-10,0,1,-10,1,1,3,17,14,12
"302","BUR",0,0,11,4,1,0,0,15,4,201,3,14,1,0,0.43,"20171230","HUD",0,"HUDvBUR20171230","away",0,1,0,0,0,Inf,14,Inf,0,17,"BUR-17","HUD-17",29,1,14,7,17,10,0,0,10,1,0,1,5,4,14
"303","BOU",2,2,19,7,0,0,0,21,4,325,0,8,0,0,0.47,"20171230","EVE",1,"BOUvEVE20171230","home",1,3,0.105263157894737,0.285714285714286,0,162.5,Inf,Inf,1,16,"BOU-16","EVE-16",19,-7,18,11,9,-2,1,0,-0.666666666666667,1,0,0,12,1,8
"304","EVE",1,1,6,1,5,0,0,16,4,372,5,13,0,0,0.53,"20171230","BOU",2,"BOUvEVE20171230","away",0,0,0.166666666666667,1,0,372,Inf,Inf,-1,16,"EVE-16","BOU-16",20,-3,21,9,11,2,1,0,Inf,1,1,3,20,2,19
"305","MUN",0,0,15,3,3,0,0,43,10,451,1,12,2,0,0.53,"20171230","SOU",0,"MUNvSOU20171230","home",0,1,0,0,0,Inf,6,Inf,0,15,"MUN-15","SOU-15",26,8,24,6,16,10,0,0,10,1,1,3,4,7,20
"306","SOU",0,0,8,3,3,0,0,24,7,340,2,13,4,0,0.47,"20171230","MUN",0,"MUNvSOU20171230","away",0,1,0,0,0,Inf,3.25,Inf,0,16,"SOU-16","MUN-16",15,-9,16,15,5,-10,0,1,-10,0,1,0,4,16,2
"307","CRY",0,0,10,1,4,0,1,18,7,131,4,14,5,0,0.31,"20171231","MCI",0,"CRYvMCI20171231","home",0,1,0,0,0,Inf,2.8,Inf,0,16,"CRY-16","MCI-16",19,1,18,10,1,-9,0,1,-9,0,1,3,3,19,7
"308","MCI",0,0,15,4,1,0,0,36,8,569,2,11,4,0,0.69,"20171231","CRY",0,"CRYvMCI20171231","away",0,1,0,0,0,Inf,2.75,Inf,0,15,"MCI-15","CRY-15",43,34,44,1,10,9,0,0,9,3,3,3,18,11,8
"309","WBA",1,0,14,3,4,1,1,32,5,251,1,14,3,0,0.41,"20171231","ARS",1,"WBAvARS20171231","home",0,1,0.0714285714285714,0.333333333333333,1,251,4.66666666666667,Inf,0,15,"WBA-15","ARS-15",7,-13,10,20,3,-17,0,1,-17,1,0,0,9,17,4
"310","ARS",1,0,14,4,2,0,0,18,6,558,2,9,3,0,0.59,"20171231","WBA",1,"WBAvARS20171231","away",0,1,0.0714285714285714,0.25,1,558,3,Inf,0,16,"ARS-16","WBA-16",31,14,32,3,20,17,0,0,17,3,1,3,10,7,18
"311","BHA",2,2,15,6,6,0,0,24,5,310,1,13,2,0,0.48,"20180101","BOU",2,"BHAvBOU20180101","home",0,1,0.133333333333333,0.333333333333333,0,155,6.5,Inf,0,18,"BHA-18","BOU-18",19,-7,16,7,5,-2,1,1,-2,1,0,3,15,2,13
"312","BOU",2,2,27,9,4,0,0,29,12,353,0,9,1,0,0.52,"20180101","BHA",2,"BHAvBOU20180101","away",0,1,0.0740740740740741,0.222222222222222,0,176.5,9,Inf,0,17,"BOU-17","BHA-17",20,-7,20,12,13,1,1,0,1,3,1,0,9,12,1
"313","LEI",3,2,11,5,1,0,0,25,4,392,4,7,1,0,0.47,"20180101","HUD",0,"LEIvHUD20180101","home",1,3,0.272727272727273,0.6,1,130.666666666667,7,Inf,3,16,"LEI-16","HUD-16",25,4,26,8,16,8,0,0,2.66666666666667,0,0,1,7,11,5
"314","HUD",0,0,6,1,2,0,0,17,1,378,1,9,1,0,0.53,"20180101","LEI",3,"LEIvHUD20180101","away",0,0,0,0,0,Inf,9,Inf,-3,16,"HUD-16","LEI-16",15,-17,13,16,8,-8,0,0,-Inf,1,1,1,5,17,14
"315","BUR",1,1,12,4,3,0,0,20,3,271,1,4,0,0,0.39,"20180101","LIV",2,"BURvLIV20180101","home",0,0,0.0833333333333333,0.25,0,271,Inf,Inf,-1,18,"BUR-18","LIV-18",29,0,15,3,1,-2,1,1,-Inf,1,1,0,17,5,4
"316","LIV",2,1,18,5,3,0,0,27,9,447,2,12,0,0,0.61,"20180101","BUR",1,"BURvLIV20180101","away",1,3,0.111111111111111,0.4,1,223.5,Inf,Inf,1,18,"LIV-18","BUR-18",34,19,39,1,3,2,1,1,0.666666666666667,3,3,1,8,19,3
"317","STK",0,0,11,4,5,0,0,37,10,374,2,10,3,0,0.56,"20180101","NEW",1,"STKvNEW20180101","home",0,0,0,0,0,Inf,3.33333333333333,Inf,-1,16,"STK-16","NEW-16",13,-20,18,18,17,-1,1,0,-Inf,0,1,3,2,16,20
"318","NEW",1,1,13,6,4,0,0,19,5,238,0,11,1,0,0.44,"20180101","STK",0,"STKvNEW20180101","away",1,3,0.0769230769230769,0.166666666666667,0,238,11,Inf,1,17,"NEW-17","STK-17",16,-10,15,15,18,3,1,0,1,1,0,3,13,1,15
"319","EVE",0,0,12,0,4,0,0,29,6,293,1,11,2,0,0.43,"20180101","MUN",2,"EVEvMUN20180101","home",0,0,0,NA,0,Inf,5.5,Inf,-2,17,"EVE-17","MUN-17",20,-5,21,11,5,-6,0,1,-Inf,0,1,1,11,20,2
"320","MUN",2,2,21,6,0,0,0,16,6,504,1,10,0,0,0.57,"20180101","EVE",0,"EVEvMUN20180101","away",1,3,0.0952380952380952,0.333333333333333,0,252,Inf,Inf,2,16,"MUN-16","EVE-16",29,10,26,5,9,4,0,0,1.33333333333333,1,1,1,16,4,7
"321","SOU",1,1,10,3,2,0,0,20,4,474,1,8,0,0,0.59,"20180102","CRY",2,"SOUvCRY20180102","home",0,0,0.1,0.333333333333333,0,474,Inf,Inf,-1,17,"SOU-17","CRY-17",15,-10,17,16,9,-7,0,0,-Inf,1,0,1,5,4,16
"322","CRY",2,2,11,4,2,0,0,18,7,262,0,11,1,0,0.41,"20180102","SOU",1,"SOUvCRY20180102","away",1,3,0.181818181818182,0.5,0,131,11,Inf,1,17,"CRY-17","SOU-17",22,2,20,9,16,7,0,0,2.33333333333333,1,0,1,1,3,19
"323","WHU",2,2,13,5,2,0,0,34,3,406,1,12,3,0,0.52,"20180102","WBA",1,"WHUvWBA20180102","home",1,3,0.153846153846154,0.4,0,203,4,Inf,1,15,"WHU-15","WBA-15",17,-7,19,12,20,8,0,0,2.66666666666667,1,0,3,12,18,18
"324","WBA",1,1,10,3,3,0,0,26,4,342,1,12,2,0,0.48,"20180102","WHU",2,"WHUvWBA20180102","away",0,0,0.1,0.333333333333333,0,342,6,Inf,-1,16,"WBA-16","WHU-16",7,-14,11,20,12,-8,0,0,-Inf,1,1,0,3,9,17
"325","SWA",0,0,8,1,3,0,0,18,6,253,4,12,2,0,0.36,"20180102","TOT",2,"SWAvTOT20180102","home",0,0,0,0,0,Inf,6,Inf,-2,16,"SWA-16","TOT-16",11,-17,10,19,4,-15,0,1,-Inf,3,0,1,13,7,10
"326","TOT",2,1,12,5,1,0,0,23,5,618,2,9,2,0,0.64,"20180102","SWA",0,"SWAvTOT20180102","away",1,3,0.166666666666667,0.4,1,309,4.5,Inf,2,15,"TOT-15","SWA-15",29,15,30,4,19,15,0,0,5,3,3,0,13,4,1
"327","MCI",3,1,17,6,3,0,0,29,9,807,1,8,1,0,0.74,"20180102","WAT",1,"MCIvWAT20180102","home",1,3,0.176470588235294,0.5,2,269,8,Inf,2,16,"MCI-16","WAT-16",46,36,47,1,14,13,0,0,4.33333333333333,1,3,3,10,18,11
"328","WAT",1,1,7,4,4,0,0,8,1,206,3,12,1,0,0.26,"20180102","MCI",3,"MCIvWAT20180102","away",0,0,0.142857142857143,0.25,0,206,12,Inf,-2,16,"WAT-16","MCI-16",16,-6,22,14,1,-13,0,1,-Inf,0,3,0,19,8,13
"329","ARS",2,0,14,6,4,0,0,29,10,531,2,11,3,0,0.54,"20180103","CHE",2,"ARSvCHE20180103","home",0,1,0.142857142857143,0.333333333333333,2,265.5,3.66666666666667,Inf,0,17,"ARS-17","CHE-17",32,14,34,4,2,-2,1,1,-2,1,3,1,20,10,7
"330","CHE",2,1,19,6,4,1,1,23,8,361,3,11,2,0,0.46,"20180103","ARS",2,"ARSvCHE20180103","away",0,1,0.105263157894737,0.333333333333333,1,180.5,5.5,Inf,0,16,"CHE-16","ARS-16",36,20,31,2,3,1,1,1,1,3,3,1,17,14,9
"331","TOT",1,1,31,8,0,0,0,41,7,603,3,10,0,0,0.67,"20180104","WHU",1,"TOTvWHU20180104","home",0,1,0.032258064516129,0.125,0,603,Inf,Inf,0,16,"TOT-16","WHU-16",30,15,31,4,12,8,0,0,8,3,3,3,19,13,4
"332","WHU",1,1,3,1,7,0,0,9,1,197,3,6,2,0,0.33,"20180104","TOT",1,"TOTvWHU20180104","away",0,1,0.333333333333333,1,0,197,3,Inf,0,16,"WHU-16","TOT-16",18,-7,20,12,4,-8,0,1,-8,3,1,0,20,12,18
"333","CHE",0,0,17,7,1,0,0,25,6,431,5,14,2,0,0.56,"20180113","LEI",0,"CHEvLEI20180113","home",0,1,0,0,0,Inf,7,Inf,0,17,"CHE-17","LEI-17",37,20,31,2,8,6,0,0,6,1,3,3,3,17,14
"334","LEI",0,0,14,1,6,0,0,16,3,342,3,13,2,1,0.44,"20180113","CHE",0,"CHEvLEI20180113","away",0,1,0,0,0,Inf,6.5,13,0,17,"LEI-17","CHE-17",26,4,26,8,2,-6,0,1,-6,3,0,0,16,7,11
"335","NEW",1,0,12,4,2,0,0,18,4,280,2,11,0,0,0.41,"20180113","SWA",1,"NEWvSWA20180113","home",0,1,0.0833333333333333,0.25,1,280,Inf,Inf,0,18,"NEW-18","SWA-18",17,-10,16,8,NA,NA,NA,NA,NA,3,1,0,18,13,1
"336","SWA",1,0,8,5,3,0,0,23,5,416,0,10,3,0,0.59,"20180113","NEW",1,"NEWvSWA20180113","away",0,1,0.125,0.2,1,416,3.33333333333333,Inf,0,17,"SWA-17","NEW-17",12,-17,11,19,15,-4,0,0,-4,0,3,0,4,13,7
"337","CRY",1,1,17,2,2,0,0,21,3,235,0,16,0,0,0.46,"20180113","BUR",0,"CRYvBUR20180113","home",1,3,0.0588235294117647,0.5,0,235,Inf,Inf,1,18,"CRY-18","BUR-18",25,3,21,4,3,-1,1,1,-0.333333333333333,3,1,0,16,1,3
"338","BUR",0,0,8,2,1,0,0,25,2,335,4,10,3,0,0.54,"20180113","CRY",1,"CRYvBUR20180113","away",0,0,0,0,0,Inf,3.33333333333333,Inf,-1,19,"BUR-19","CRY-19",29,-1,15,2,NA,NA,NA,NA,NA,0,1,1,1,17,5
"339","WAT",2,1,16,4,2,0,0,32,5,390,0,11,0,0,0.54,"20180113","SOU",2,"WATvSOU20180113","home",0,1,0.125,0.5,1,195,Inf,Inf,0,17,"WAT-17","SOU-17",17,-6,24,14,16,2,1,0,2,0,0,3,1,19,8
"340","SOU",2,1,10,4,2,0,0,21,4,271,3,13,5,0,0.46,"20180113","WAT",2,"WATvSOU20180113","away",0,1,0.2,0.5,1,135.5,2.6,Inf,0,18,"SOU-18","WAT-18",16,-10,19,9,NA,NA,NA,NA,NA,0,1,0,9,5,4
"341","WBA",2,2,15,4,1,0,0,24,9,262,3,8,0,0,0.44,"20180113","BHA",0,"WBAvBHA20180113","home",1,3,0.133333333333333,0.5,0,131,Inf,Inf,2,17,"WBA-17","BHA-17",10,-12,13,20,13,-7,0,0,-2.33333333333333,0,1,1,12,3,9
"342","BHA",0,0,13,1,2,0,0,28,6,378,2,15,0,0,0.56,"20180113","WBA",2,"WBAvBHA20180113","away",0,0,0,0,0,Inf,Inf,Inf,-2,19,"BHA-19","WBA-19",19,-9,16,3,NA,NA,NA,NA,NA,1,1,0,5,15,2
"343","HUD",1,1,8,2,2,0,0,27,7,485,0,7,1,0,0.62,"20180113","WHU",4,"HUDvWHU20180113","home",0,0,0.125,0.5,0,485,7,Inf,-3,17,"HUD-17","WHU-17",15,-20,14,17,10,-7,0,0,-Inf,0,1,1,8,5,17
"344","WHU",4,3,8,6,1,0,0,7,3,230,5,9,1,0,0.38,"20180113","HUD",1,"HUDvWHU20180113","away",1,3,0.5,0.666666666666667,1,57.5,9,Inf,3,17,"WHU-17","HUD-17",21,-4,24,10,17,7,0,0,2.33333333333333,1,3,1,4,20,12
"345","TOT",4,4,20,10,0,0,0,23,3,501,2,11,0,0,0.63,"20180113","EVE",0,"TOTvEVE20180113","home",1,3,0.2,0.4,0,125.25,Inf,Inf,4,17,"TOT-17","EVE-17",33,19,35,3,11,8,0,0,2.66666666666667,1,3,3,12,19,13
"346","EVE",0,0,7,0,6,0,0,13,3,258,7,15,2,0,0.37,"20180113","TOT",4,"TOTvEVE20180113","away",0,0,0,NA,0,Inf,7.5,Inf,-4,18,"EVE-18","TOT-18",20,-9,21,6,NA,NA,NA,NA,NA,0,0,1,5,11,20
"347","BOU",2,2,13,5,2,0,0,18,4,266,0,8,2,0,0.44,"20180114","ARS",1,"BOUvARS20180114","home",1,3,0.153846153846154,0.4,0,133,4,Inf,1,18,"BOU-18","ARS-18",23,-6,22,5,2,-3,1,1,-1,1,3,1,13,9,12
"348","ARS",1,1,12,3,3,0,0,20,5,435,4,10,2,0,0.56,"20180114","BOU",2,"BOUvARS20180114","away",0,0,0.0833333333333333,0.333333333333333,0,435,5,Inf,-1,18,"ARS-18","BOU-18",32,13,35,2,5,3,1,1,Inf,1,1,3,2,20,10
"349","LIV",4,3,16,7,1,0,0,17,5,304,3,10,2,0,0.39,"20180114","MCI",3,"LIVvMCI20180114","home",1,3,0.25,0.571428571428571,1,76,5,Inf,1,19,"LIV-19","MCI-19",37,20,43,1,NA,NA,NA,NA,NA,3,3,3,3,8,19
"350","MCI",3,2,11,4,3,0,0,21,6,597,3,7,3,0,0.61,"20180114","LIV",4,"LIVvMCI20180114","away",0,0,0.272727272727273,0.75,1,199,2.33333333333333,Inf,-1,17,"MCI-17","LIV-17",46,35,50,1,6,5,0,1,Inf,3,1,3,14,10,18
"351","MUN",3,3,20,9,4,0,0,20,6,560,4,14,2,0,0.59,"20180115","STK",0,"MUNvSTK20180115","home",1,3,0.15,0.333333333333333,0,186.666666666667,7,Inf,3,17,"MUN-17","STK-17",32,13,29,5,18,13,0,0,4.33333333333333,3,1,1,9,16,4
"352","STK",0,0,11,5,6,0,0,11,1,332,0,10,1,0,0.41,"20180115","MUN",3,"MUNvSTK20180115","away",0,0,0,0,0,Inf,10,Inf,-3,17,"STK-17","MUN-17",13,-23,18,18,5,-13,0,1,-Inf,0,0,1,17,2,16
